complaint_id,complaint_text,category,issue_subtype,duplicate_group_id,location,priority,status,reported_by_role,date_reported
7358,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Room E123,High,In Progress,Staff,2025-02-16
7359,No water pressure at all in the staircase landing area.,Plumbing,no water supply,1008,Room E134,High,Resolved,Student,2024-04-21
7360,There's water seepage on the wall in Room E117.,Structural,seepage/dampness,1016,Room D129,High,In Progress,Student,2024-05-24
7361,Internet keeps disconnecting every few minutes in Room D115.,Internet/WiFi,wifi not working,1017,Room E139,Medium,In Progress,Student,2024-06-01
7362,"Fan in Room C105 is really noisy, sounds like a old motor.",HVAC/Fan,fan making noise,1000,Room E137,Low,Resolved,Student,2025-05-29
7363,"My room fan is dead, no rotation even at full speed.",HVAC/Fan,fan not working,1001,Room A137,Low,In Progress,Student,2026-06-05
7364,AC unit in my room has stopped cooling properly.,HVAC/Fan,AC not cooling,1002,Room E141,Medium,Open,Student,2025-11-12
7365,Bulb near the kitchen area is flickering and about to die.,Electrical,light flickering,1004,Room E134,Medium,Open,Student,2024-01-03
7366,The tap in Room C134 is leaking non-stop.,Plumbing,tap leaking,1007,Room E117,Medium,Resolved,Student,2025-12-29
7367,"Toilet flush isn't working properly in Room D143, backing up.",Plumbing,toilet clogged,1009,Room E139,Medium,Resolved,Faculty,2024-03-05
7368,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Block D Floor 3 corridor,Low,Resolved,Warden,2025-06-21
7369,"Fan in Room B124 is really noisy, sounds like a old motor.",HVAC/Fan,fan making noise,1000,Room A131,Low,Open,Student,2024-10-08
7370,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room D144,Low,Open,Faculty,2024-05-24
7371,Trash hasn't been collected from Room C138 for days.,Cleaning/Sanitation,room not cleaned,1019,Room B126,Low,Resolved,Student,2024-05-14
7372,The cupboard door in Room E123 won't close properly.,Furniture,cupboard/door issue,1013,Hostel 6 common washroom,Low,In Progress,Student,2024-03-22
7373,"There are cockroaches in Room D128, needs pest control.",Cleaning/Sanitation,pest issue,1020,Room D106,High,Resolved,Student,2024-10-19
7374,Mosquito infestation is bad in Room D125 this week.,Cleaning/Sanitation,pest issue,1020,Room B107,Low,Escalated,Warden,2024-07-24
7375,"There are exposed wires near the window in Room E106, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room B118,High,Open,Visitor,2024-10-24
7376,Water keeps dripping from the study table tap even when closed.,Plumbing,tap leaking,1007,Hostel 2 common washroom,Low,In Progress,Student,2025-08-18
7377,"I can't charge my devices, the socket in the library reading room is dead.",Electrical,power outlet not working,1003,Room D110,Low,In Progress,Student,2024-03-19
7378,The WiFi router near the staircase landing seems to be down.,Internet/WiFi,wifi not working,1017,Room C128,Low,Resolved,Student,2025-01-13
7379,Water keeps dripping from the room tap even when closed.,Plumbing,tap leaking,1007,Block D Floor 3 corridor,Low,Open,Student,2025-07-29
7380,"My room fan is dead, no rotation even at full speed.",HVAC/Fan,fan not working,1001,Room E138,Low,Resolved,Student,2025-09-08
7381,"The chair in Room B128 is broken, one leg is cracked.",Furniture,chair broken,1011,Room C131,High,Resolved,Warden,2024-08-13
7382,The ceiling light keeps going dim then bright in my room.,Electrical,light flickering,1004,Room E115,High,Resolved,Student,2025-04-07
7383,Fan in Room B119 doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room D107,Low,Resolved,Student,2024-01-16
7384,Almirah lock in my room is jammed and won't open.,Furniture,cupboard/door issue,1013,the mess hall,Medium,Open,Student,2026-07-01
7385,"The switchboard in my room has sparking wires, feels unsafe.",Electrical,wiring exposed / hazard,1006,Room E127,High,In Progress,Warden,2026-01-25
7386,"Desk near the switchboard has a cracked surface, needs repair.",Furniture,bed/desk damaged,1012,Room E101,High,Resolved,Warden,2025-02-13
7387,The Room A103 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room D109,Low,Open,Student,2026-03-11
7388,Ceiling in Room A104 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room E131,Medium,Resolved,Faculty,2024-03-13
7389,"There are cockroaches in Room C113, needs pest control.",Cleaning/Sanitation,pest issue,1020,Room D114,High,Open,Student,2024-10-26
7390,Internet keeps disconnecting every few minutes in Room D113.,Internet/WiFi,wifi not working,1017,Room A138,Medium,Resolved,Warden,2025-07-08
7391,The toilet in Room C115 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room E108,Medium,Resolved,Staff,2025-09-07
7392,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room B110,Low,Resolved,Student,2025-05-28
7393,"The chair in Room C117 is broken, one leg is cracked.",Furniture,chair broken,1011,Room E133,High,Resolved,Student,2026-04-18
7394,"There are exposed wires near the balcony in Room A115, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room E140,Low,Resolved,Warden,2025-06-01
7395,"The chair in Room D110 is broken, one leg is cracked.",Furniture,chair broken,1011,Room E110,High,In Progress,Student,2025-08-07
7396,bathroom fan sounds like a drill whenever it's on.,HVAC/Fan,fan making noise,1000,Room B121,Low,Open,Student,2025-04-30
7397,The common room fan switch works but the blades don't move.,HVAC/Fan,fan not working,1001,Room B127,Low,Escalated,Staff,2026-03-23
7398,Room temperature isn't dropping even with AC on full in Room A119.,HVAC/Fan,AC not cooling,1002,Room C122,Low,Open,Student,2026-08-16
7399,Chair near the room has a broken backrest.,Furniture,chair broken,1011,Room B105,Medium,Open,Student,2026-08-20
7400,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Room B137,High,Open,Student,2026-08-13
7401,Air conditioner is running but blowing warm air.,HVAC/Fan,AC not cooling,1002,Room A136,Low,Resolved,Student,2025-08-29
7402,Connection near the kitchen area keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room C139,Low,Open,Student,2025-11-12
7403,Bulb near the ceiling is flickering and about to die.,Electrical,light flickering,1004,Hostel 2 common washroom,Medium,Open,Warden,2024-09-17
7404,Power has been out in Room E103 for hours now.,Electrical,no electricity,1005,Room E105,Low,Open,Warden,2026-05-16
7405,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room A132,Medium,In Progress,Student,2024-02-09
7406,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room B126,High,Open,Student,2024-01-12
7407,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Block D Floor 1 corridor,High,Open,Student,2025-08-05
7408,Window glass in Room A128 is cracked.,Structural,door/window broken,1015,Room D139,High,In Progress,Student,2026-05-30
7409,Internet speed in Room E110 is extremely slow.,Internet/WiFi,slow internet,1018,Room A122,Medium,Resolved,Student,2025-07-09
7410,The ceiling light keeps going dim then bright in my room.,Electrical,light flickering,1004,Room A118,Low,Resolved,Visitor,2025-11-24
7411,"The chair in Room C129 is broken, one leg is cracked.",Furniture,chair broken,1011,Room C143,High,Resolved,Student,2024-05-04
7412,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room C125,Low,Open,Warden,2026-03-30
7413,Ceiling in Room A120 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room A141,Medium,Resolved,Staff,2026-06-05
7414,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room B120,Low,Resolved,Staff,2024-03-22
7415,There's a loud clicking coming from the common room fan in my room.,HVAC/Fan,fan making noise,1000,Room D108,Low,Resolved,Student,2024-03-19
7416,No water pressure at all in the corner area.,Plumbing,no water supply,1008,Room A104,High,In Progress,Student,2026-02-25
7417,There's no power supply at all in Room D143.,Electrical,no electricity,1005,Room B135,High,In Progress,Student,2025-02-06
7418,"Lights in Room E131 are unstable, they blink randomly.",Electrical,light flickering,1004,Room E138,Low,In Progress,Student,2024-02-25
7419,"There are cockroaches in Room E136, needs pest control.",Cleaning/Sanitation,pest issue,1020,Room E115,Low,Open,Student,2025-06-18
7420,No internet connectivity in my room since last night.,Internet/WiFi,wifi not working,1017,Hostel 4 common washroom,Low,Resolved,Staff,2024-07-26
7421,The staircase landing fan switch works but the blades don't move.,HVAC/Fan,fan not working,1001,Room A102,Low,In Progress,Student,2024-09-06
7422,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room C121,High,Open,Warden,2024-06-01
7423,"Washroom drain is blocked, water isn't going down.",Plumbing,toilet clogged,1009,Room B130,Medium,Resolved,Student,2024-11-25
7424,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Block A Floor 2 corridor,Medium,In Progress,Student,2025-06-25
7425,Construction noise near Room B107 is disturbing classes/sleep.,Noise/Nuisance,noise disturbance,1021,Room B136,Low,Resolved,Warden,2026-02-10
7426,There's no power supply at all in Room D117.,Electrical,no electricity,1005,Room A120,High,Open,Student,2026-08-02
7427,Bulb near the bed is flickering and about to die.,Electrical,light flickering,1004,Room C102,Medium,Open,Visitor,2026-08-25
7428,Chair near the wall-mounted has a broken backrest.,Furniture,chair broken,1011,Hostel 5 common washroom,Medium,Resolved,Student,2024-12-04
7429,"My room lost electricity completely, need urgent fix.",Electrical,no electricity,1005,Room D124,High,In Progress,Visitor,2026-01-01
7430,Almirah lock in my room is jammed and won't open.,Furniture,cupboard/door issue,1013,Room D103,Medium,Open,Student,2024-06-07
7431,There's a constant leak from the wash basin tap in Room D116.,Plumbing,tap leaking,1007,Room C137,Low,Resolved,Student,2024-09-23
7432,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room E104,Low,Open,Student,2025-07-25
7433,No internet connectivity in my room since last night.,Internet/WiFi,wifi not working,1017,Room B108,Low,Resolved,Student,2024-04-30
7434,The toilet in Room B121 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room E139,Medium,Resolved,Visitor,2025-01-18
7435,WiFi is too slow to even load a webpage in my room.,Internet/WiFi,slow internet,1018,Room E125,Medium,Resolved,Student,2026-01-01
7436,"Desk near the room has a cracked surface, needs repair.",Furniture,bed/desk damaged,1012,Room B117,High,Resolved,Student,2024-11-24
7437,The corner fan has completely stopped working.,HVAC/Fan,fan not working,1001,Room A131,Medium,Resolved,Warden,2024-07-25
7438,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room D144,Medium,Open,Student,2026-08-09
7439,The AC in Room D139 isn't cooling the room at all.,HVAC/Fan,AC not cooling,1002,Room D134,Low,In Progress,Student,2026-04-20
7440,Ceiling in Room C120 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room D119,Medium,Resolved,Student,2024-04-04
7441,Water keeps dripping from the washbasin tap even when closed.,Plumbing,tap leaking,1007,Block C Floor 4 corridor,High,Open,Warden,2025-12-22
7442,The tap in Room D105 is leaking non-stop.,Plumbing,tap leaking,1007,Room E119,Medium,Resolved,Student,2025-06-22
7443,There's constant loud noise coming from Room C118 at night.,Noise/Nuisance,noise disturbance,1021,Room B102,Low,Escalated,Student,2025-11-06
7444,I found ants all over the wall-mounted in my room.,Cleaning/Sanitation,pest issue,1020,Block A Floor 1 corridor,Low,Open,Student,2024-03-22
7445,The cupboard door in Hostel 7 common washroom won't close properly.,Furniture,cupboard/door issue,1013,Room D127,Low,Resolved,Student,2025-09-08
7446,The main door fan switch works but the blades don't move.,HVAC/Fan,fan not working,1001,Room E110,Low,Resolved,Student,2024-06-05
7447,The ceiling fan has completely stopped working.,HVAC/Fan,fan not working,1001,Room B139,High,Resolved,Warden,2026-07-12
7448,"Toilet flush isn't working properly in Room D106, backing up.",Plumbing,toilet clogged,1009,Room A102,Medium,Escalated,Student,2024-06-28
7449,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room E115,Low,Resolved,Student,2026-03-29
7450,Internet speed in Room B136 is extremely slow.,Internet/WiFi,slow internet,1018,Room B136,Medium,In Progress,Warden,2025-12-11
7451,There's a crack forming on the ceiling in Hostel 5 common washroom.,Structural,ceiling/wall damage,1014,Room E110,Low,Resolved,Student,2024-02-20
7452,"Toilet flush isn't working properly in Room B139, backing up.",Plumbing,toilet clogged,1009,Room A140,Medium,In Progress,Staff,2026-02-16
7453,Common washroom near the wall-mounted is really dirty.,Cleaning/Sanitation,room not cleaned,1019,Room B116,Low,Resolved,Visitor,2025-11-10
7454,My study chair wobbles a lot and feels unsafe to sit on.,Furniture,chair broken,1011,Room A117,High,In Progress,Student,2024-03-28
7455,Mosquito infestation is bad in Room B124 this week.,Cleaning/Sanitation,pest issue,1020,Room C134,Low,Escalated,Student,2024-08-11
7456,Room temperature isn't dropping even with AC on full in Room B138.,HVAC/Fan,AC not cooling,1002,Room E128,Low,In Progress,Staff,2026-01-06
7457,I found ants all over the switchboard in my room.,Cleaning/Sanitation,pest issue,1020,Block D Floor 3 corridor,Low,In Progress,Student,2025-11-08
7458,Connection near the staircase landing keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room D116,Low,Open,Student,2024-02-29
7459,"The door lock in Room C132 is broken, doesn't latch properly.",Structural,door/window broken,1015,Room E102,Medium,In Progress,Faculty,2024-05-16
7460,"Tube light in my room flickers constantly, very annoying.",Electrical,light flickering,1004,Room D110,Low,Resolved,Student,2024-06-21
7461,Power point in the room sparked and now doesn't work.,Electrical,power outlet not working,1003,Room E124,Medium,In Progress,Student,2025-04-29
7462,None of the plug points in my room are giving electricity.,Electrical,power outlet not working,1003,Room B125,Low,Open,Student,2026-06-22
7463,The toilet in Room C109 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room B120,Medium,Open,Student,2025-10-16
7464,"The switchboard in my room has sparking wires, feels unsafe.",Electrical,wiring exposed / hazard,1006,Room A123,High,Open,Student,2026-05-27
7465,My washbasin fan is vibrating badly and making rattling sounds.,HVAC/Fan,fan making noise,1000,Room A142,Low,Resolved,Student,2025-04-23
